frame,state,src,err,curv,speed,steer,light_phase,light,light_area
374,DRIVE,center,-0.7631,0.4397,0.317,17.73,GO,None,0
375,DRIVE,center,-0.7753,0.3345,0.26,15.63,GO,None,0
376,DRIVE,center,-0.8401,0.2726,0.26,19.38,GO,None,0
377,DRIVE,center,-0.91,0.2336,0.263,20.0,GO,None,0
378,DRIVE,center,-0.6644,0.0316,0.313,11.0,GO,None,0
379,DRIVE,center,-0.742,-0.0945,0.363,20.0,GO,None,0
380,DRIVE,center,-0.7532,-0.1684,0.339,20.0,GO,None,0
381,DRIVE,center,-0.7695,0.2156,0.302,16.8,GO,None,0
382,DRIVE,center,-0.7695,0.4652,0.26,13.82,GO,None,0
383,DRIVE,center,-0.7727,0.263,0.268,16.01,GO,None,0
384,DRIVE,center,-0.7786,0.0952,0.318,17.91,GO,None,0
385,DRIVE,center,-0.7957,0.0074,0.368,19.54,GO,None,0
386,DRIVE,center,-0.7739,-0.0432,0.418,18.35,GO,None,0
387,DRIVE,center,-0.7876,-0.0007,0.452,19.32,GO,None,0
388,DRIVE,center,-0.7778,-0.0337,0.43,18.71,GO,None,0
389,DRIVE,center,-0.7982,0.1061,0.375,18.71,GO,None,0
390,DRIVE,center,-0.7322,0.0881,0.4,14.71,GO,None,0
391,DRIVE,center,-0.7234,0.0907,0.4,16.19,GO,None,0
392,DRIVE,center,-0.7064,0.164,0.351,14.8,GO,None,0
393,DRIVE,center,-0.6797,0.228,0.31,13.23,GO,None,0
394,DRIVE,center,-0.6592,0.2751,0.28,12.46,GO,None,0
395,DRIVE,center,-0.8108,0.3983,0.26,20.0,GO,None,0
396,DRIVE,center,-0.79,0.5432,0.26,12.9,GO,None,0
397,DRIVE,center,-0.7532,0.6049,0.26,10.92,GO,None,0
398,DRIVE,center,-0.741,0.6465,0.26,10.95,GO,None,0
399,DRIVE,center,-0.6911,0.6725,0.26,8.36,GO,None,0
400,DRIVE,center,-0.6713,0.6917,0.26,8.6,GO,None,0
